"flightNumber","period","month","day","airline","departureAirport","arrivalAirport","typeOfFlight","departureWeahter","arrivalWeather","arrivalStatus"
"LX252","summer","September","Thursday","SWR","ZRH","TLV","Long Flight","31.32","21.29","on time"
"TK786","summer","September","Thursday","THY","IST","TLV","Long Flight","27.09","31.32","on time"
"LY396","summer","September","Thursday","ELY","MAD","TLV","Long Flight","24.21","31.32","on time"
"LY2372","summer","September","Thursday","ELY","BER","TLV","Long Flight","16.45","31.32","on time"
"LY338","summer","September","Thursday","ELY","AMS","TLV","Long Flight","20.08","31.32","Delayed"
"LY2366","summer","September","Thursday","ELY","BUD","TLV","Long Flight","29.95","31.32","on time"
"LY348","summer","September","Thursday","ELY","ZRH","TLV","Long Flight","31.32","21.29","Delayed"
"LY26","summer","September","Thursday","ELY","EWR","TLV","Long Flight","31.32","17.96","on time"
"IZ162","summer","September","Thursday","AIZ","LCA","TLV","Long Flight","31.32","31.60","Delayed"
"OS857","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.68","31.32","on time"
"UA90","summer","September","Thursday","UAL","EWR","TLV","Long Flight","31.32","17.96","on time"
"UA954","summer","September","Thursday","UAL","SFO","TLV","Long Flight","18.14","31.32","on time"
"U21827","summer","September","Thursday","EZY","MAN","TLV","Long Flight","31.32","18.80","on time"
"LY355","summer","September","Thursday","ELY","TLV","FRA","Long Flight","20.87","31.32","on time"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","31.32","28.87","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","21.56","31.32","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","25.60","31.32","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","31.32","17.96","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","18.14","31.32","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","31.32","on time"
"LY543","summer","September","Thursday","ELY","TLV","ATH","Long Flight","29.95","31.32","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","31.32","26.05","severely Delayed"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","31.32","31.60","on time"
"U21526","summer","September","Thursday","EZY","TLV","GVA","Long Flight","31.32","14.36","on time"
"U81322","summer","September","Thursday","CYF","TLV","DUS","Long Flight","20.75","31.32","on time"
"EY599","summer","September","Thursday","ETD","TLV","AUH","Long Flight","38.29","31.32","Delayed"
"FZ1210","summer","September","Thursday","FDB","TLV","DXB","Long Flight","37.00","31.32","on time"
"HY302","summer","September","Thursday","UZB","TLV","TAS","Long Flight","34.70","31.32","on time"
"LH686","summer","September","Thursday","DLH","FRA","TLV","Long Flight","20.87","31.32","on time"
"LH680","summer","September","Thursday","DLH","MUC","TLV","Long Flight","18.10","31.32","Delayed"
"OS861","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.68","31.32","on time"
"W64217","summer","September","Thursday","WZZ","BOJ","TLV","Long Flight","31.32","25.06","on time"
"LX252","summer","September","Thursday","SWR","ZRH","TLV","Long Flight","31.32","21.29","on time"
"TK786","summer","September","Thursday","THY","IST","TLV","Long Flight","27.09","31.32","on time"
"LY396","summer","September","Thursday","ELY","MAD","TLV","Long Flight","24.54","31.32","on time"
"LY338","summer","September","Thursday","ELY","AMS","TLV","Long Flight","20.15","31.32","Delayed"
"LY2372","summer","September","Thursday","ELY","BER","TLV","Long Flight","16.45","31.32","on time"
"LY2366","summer","September","Thursday","ELY","BUD","TLV","Long Flight","29.95","31.32","on time"
"LY348","summer","September","Thursday","ELY","ZRH","TLV","Long Flight","31.32","21.29","Delayed"
"LY26","summer","September","Thursday","ELY","EWR","TLV","Long Flight","31.32","17.96","on time"
"UA90","summer","September","Thursday","UAL","EWR","TLV","Long Flight","31.32","17.96","on time"
"IZ162","summer","September","Thursday","AIZ","LCA","TLV","Long Flight","30.91","31.60","Delayed"
"OS857","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.68","30.91","on time"
"UA954","summer","September","Thursday","UAL","SFO","TLV","Long Flight","18.14","30.91","on time"
"LY355","summer","September","Thursday","ELY","TLV","FRA","Long Flight","20.87","30.91","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","30.91","17.96","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","22.12","30.91","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","25.60","30.91","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","18.14","30.91","on time"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","30.91","28.87","on time"
"HY302","summer","September","Thursday","UZB","TLV","TAS","Long Flight","34.70","30.91","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","30.91","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","30.91","26.05","severely Delayed"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","30.91","31.60","on time"
"U21526","summer","September","Thursday","EZY","TLV","GVA","Long Flight","30.91","14.36","on time"
"EY599","summer","September","Thursday","ETD","TLV","AUH","Long Flight","38.29","30.91","Delayed"
"FZ1210","summer","September","Thursday","FDB","TLV","DXB","Long Flight","37.00","30.91","on time"
"LY396","summer","September","Thursday","ELY","MAD","TLV","Long Flight","24.54","30.91","on time"
"LY338","summer","September","Thursday","ELY","AMS","TLV","Long Flight","20.15","30.91","Delayed"
"W65097","summer","September","Thursday","WZZ","KRK","TLV","Long Flight","25.41","30.91","severely Delayed"
"LY348","summer","September","Thursday","ELY","ZRH","TLV","Long Flight","30.91","21.29","Delayed"
"OS861","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.68","30.91","on time"
"LX252","summer","September","Thursday","SWR","ZRH","TLV","Long Flight","30.91","21.29","on time"
"LH680","summer","September","Thursday","DLH","MUC","TLV","Long Flight","18.10","30.91","Delayed"
"LY2366","summer","September","Thursday","ELY","BUD","TLV","Long Flight","30.22","30.91","on time"
"LY2372","summer","September","Thursday","ELY","BER","TLV","Long Flight","16.49","30.91","on time"
"TK786","summer","September","Thursday","THY","IST","TLV","Long Flight","27.09","30.91","on time"
"LH686","summer","September","Thursday","DLH","FRA","TLV","Long Flight","20.87","30.91","on time"
"LY26","summer","September","Thursday","ELY","EWR","TLV","Long Flight","30.91","17.96","on time"
"W64217","summer","September","Thursday","WZZ","BOJ","TLV","Long Flight","30.91","25.06","on time"
"IZ162","summer","September","Thursday","AIZ","LCA","TLV","Long Flight","30.91","31.30","Delayed"
"U21827","summer","September","Thursday","EZY","MAN","TLV","Long Flight","30.91","18.99","on time"
"OS857","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.74","30.91","on time"
"UA954","summer","September","Thursday","UAL","SFO","TLV","Long Flight","17.83","30.91","on time"
"UA90","summer","September","Thursday","UAL","EWR","TLV","Long Flight","30.91","18.02","on time"
"PC790","summer","September","Thursday","PGT","TLV","AYT","Long Flight","30.61","30.91","on time"
"LY355","summer","September","Thursday","ELY","TLV","FRA","Long Flight","20.98","30.91","on time"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","30.91","28.87","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","22.18","30.91","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","25.60","30.91","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","30.91","18.02","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","17.83","30.91","on time"
"HY302","summer","September","Thursday","UZB","TLV","TAS","Long Flight","34.70","30.91","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","30.91","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","30.91","26.60","severely Delayed"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","30.91","31.30","on time"
"U21526","summer","September","Thursday","EZY","TLV","GVA","Long Flight","30.91","14.46","on time"
"EY599","summer","September","Thursday","ETD","TLV","AUH","Long Flight","37.72","30.91","Delayed"
"FZ1210","summer","September","Thursday","FDB","TLV","DXB","Long Flight","37.00","30.91","on time"
"LY338","summer","September","Thursday","ELY","AMS","TLV","Long Flight","20.14","30.91","Delayed"
"OS857","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.74","30.91","on time"
"LY355","summer","September","Thursday","ELY","TLV","FRA","Long Flight","20.98","30.91","on time"
"OS861","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.74","30.91","on time"
"LH680","summer","September","Thursday","DLH","MUC","TLV","Long Flight","18.11","30.91","Delayed"
"LH686","summer","September","Thursday","DLH","FRA","TLV","Long Flight","20.98","30.91","on time"
"PC790","summer","September","Thursday","PGT","TLV","AYT","Long Flight","30.61","30.91","on time"
"LY26","summer","September","Thursday","ELY","EWR","TLV","Long Flight","30.91","18.02","on time"
"IZ162","summer","September","Thursday","AIZ","LCA","TLV","Long Flight","30.91","31.30","Delayed"
"LY2366","summer","September","Thursday","ELY","BUD","TLV","Long Flight","30.22","30.91","on time"
"LY2372","summer","September","Thursday","ELY","BER","TLV","Long Flight","16.45","30.91","on time"
"LX252","summer","September","Thursday","SWR","ZRH","TLV","Long Flight","30.91","21.31","on time"
"W64217","summer","September","Thursday","WZZ","BOJ","TLV","Long Flight","30.91","25.06","on time"
"LY396","summer","September","Thursday","ELY","MAD","TLV","Long Flight","24.54","30.91","on time"
"UA954","summer","September","Thursday","UAL","SFO","TLV","Long Flight","17.83","30.91","on time"
"LY348","summer","September","Thursday","ELY","ZRH","TLV","Long Flight","30.91","21.31","Delayed"
"TK786","summer","September","Thursday","THY","IST","TLV","Long Flight","27.09","30.91","on time"
"UA90","summer","September","Thursday","UAL","EWR","TLV","Long Flight","30.91","18.02","on time"
"W65097","summer","September","Thursday","WZZ","KRK","TLV","Long Flight","25.62","30.91","severely Delayed"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","30.91","28.87","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","22.18","30.91","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","25.60","30.91","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","30.91","18.02","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","17.83","30.91","on time"
"HY302","summer","September","Thursday","UZB","TLV","TAS","Long Flight","34.70","30.91","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","30.91","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","30.91","26.60","severely Delayed"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","30.91","31.30","on time"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","30.91","31.30","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","22.18","30.91","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","30.91","18.02","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","24.68","30.91","on time"
"EY599","summer","September","Thursday","ETD","TLV","AUH","Long Flight","37.72","30.91","Delayed"
"FZ1210","summer","September","Thursday","FDB","TLV","DXB","Long Flight","37.00","30.91","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","17.83","30.91","on time"
"U21526","summer","September","Thursday","EZY","TLV","GVA","Long Flight","30.91","14.46","on time"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","30.91","28.87","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","30.91","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","30.91","26.60","severely Delayed"
"HY302","summer","September","Thursday","UZB","TLV","TAS","Long Flight","34.70","30.91","on time"
"LY543","summer","September","Thursday","ELY","TLV","ATH","Long Flight","29.78","30.91","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","30.91","26.60","severely Delayed"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","30.91","31.30","severely Delayed"
"U21526","summer","September","Thursday","EZY","TLV","GVA","Long Flight","30.91","14.46","on time"
"EY599","summer","September","Thursday","ETD","TLV","AUH","Long Flight","37.72","30.91","Delayed"
"FZ1210","summer","September","Thursday","FDB","TLV","DXB","Long Flight","37.00","30.91","on time"
"LH680","summer","September","Thursday","DLH","MUC","TLV","Long Flight","18.27","30.91","Delayed"
"OS861","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.48","30.91","on time"
"W65097","summer","September","Thursday","WZZ","KRK","TLV","Long Flight","25.62","30.91","severely Delayed"
"LX252","summer","September","Thursday","SWR","ZRH","TLV","Long Flight","30.91","21.53","on time"
"TK786","summer","September","Thursday","THY","IST","TLV","Long Flight","27.09","30.91","on time"
"LY396","summer","September","Thursday","ELY","MAD","TLV","Long Flight","24.54","30.91","on time"
"LY2372","summer","September","Thursday","ELY","BER","TLV","Long Flight","16.45","30.91","on time"
"LY338","summer","September","Thursday","ELY","AMS","TLV","Long Flight","20.27","30.91","Delayed"
"LY2366","summer","September","Thursday","ELY","BUD","TLV","Long Flight","30.22","30.91","on time"
"LY348","summer","September","Thursday","ELY","ZRH","TLV","Long Flight","30.91","21.53","Delayed"
"LY26","summer","September","Thursday","ELY","EWR","TLV","Long Flight","30.91","18.02","on time"
"UA954","summer","September","Thursday","UAL","SFO","TLV","Long Flight","17.83","30.91","on time"
"IZ162","summer","September","Thursday","AIZ","LCA","TLV","Long Flight","30.91","31.30","Delayed"
"LH686","summer","September","Thursday","DLH","FRA","TLV","Long Flight","20.98","30.91","on time"
"U21827","summer","September","Thursday","EZY","MAN","TLV","Long Flight","30.91","18.99","on time"
"OS857","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.48","30.91","on time"
"W64217","summer","September","Thursday","WZZ","BOJ","TLV","Long Flight","30.91","25.06","on time"
"UA90","summer","September","Thursday","UAL","EWR","TLV","Long Flight","30.91","18.02","on time"
"LY355","summer","September","Thursday","ELY","TLV","FRA","Long Flight","20.98","30.91","on time"
"PC790","summer","September","Thursday","PGT","TLV","AYT","Long Flight","30.61","30.91","on time"
"BZ754","summer","September","Thursday","BBG","TLV","HER","Long Flight","30.91","26.60","on time"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","30.91","28.87","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","22.18","30.91","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","24.68","30.91","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","30.91","18.02","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","17.83","30.91","on time"
"HY302","summer","September","Thursday","UZB","TLV","TAS","Long Flight","34.70","30.91","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","30.91","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","30.91","26.60","severely Delayed"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","30.91","31.30","severely Delayed"
"U21526","summer","September","Thursday","EZY","TLV","GVA","Long Flight","30.91","14.46","on time"
"U8107","summer","September","Thursday","CYF","TLV","LCA","Long Flight","30.91","31.30","on time"
"EY599","summer","September","Thursday","ETD","TLV","AUH","Long Flight","37.72","30.91","Delayed"
"FZ1210","summer","September","Thursday","FDB","TLV","DXB","Long Flight","37.00","30.91","on time"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","30.91","28.87","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","22.18","30.91","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","24.68","30.91","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","30.91","18.02","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","17.83","30.91","on time"
"HY302","summer","September","Thursday","UZB","TLV","TAS","Long Flight","34.70","30.91","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","30.91","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","30.91","26.60","severely Delayed"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","30.91","31.30","severely Delayed"
"U21526","summer","September","Thursday","EZY","TLV","GVA","Long Flight","30.91","14.46","on time"
"U8107","summer","September","Thursday","CYF","TLV","LCA","Long Flight","30.91","31.30","on time"
"EY599","summer","September","Thursday","ETD","TLV","AUH","Long Flight","37.72","30.91","Delayed"
"FZ1210","summer","September","Thursday","FDB","TLV","DXB","Long Flight","37.00","30.91","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","22.18","30.91","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","30.91","18.02","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","30.91","26.60","severely Delayed"
"HY302","summer","September","Thursday","UZB","TLV","TAS","Long Flight","34.70","30.91","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","24.68","30.91","on time"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","30.91","28.87","on time"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","30.91","31.30","severely Delayed"
"U21526","summer","September","Thursday","EZY","TLV","GVA","Long Flight","30.91","14.46","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","30.91","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","17.83","30.91","on time"
"EY599","summer","September","Thursday","ETD","TLV","AUH","Long Flight","37.72","30.91","Delayed"
"FZ1210","summer","September","Thursday","FDB","TLV","DXB","Long Flight","37.00","30.91","on time"
"U8107","summer","September","Thursday","CYF","TLV","LCA","Long Flight","30.91","31.30","on time"
"IZ212","summer","September","Thursday","AIZ","ATH","TLV","Long Flight","29.78","30.91","on time"
"LH686","summer","September","Thursday","DLH","FRA","TLV","Long Flight","20.98","30.91","on time"
"LH680","summer","September","Thursday","DLH","MUC","TLV","Long Flight","18.27","30.91","Delayed"
"U21827","summer","September","Thursday","EZY","MAN","TLV","Long Flight","30.91","19.29","on time"
"OS861","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.48","30.91","on time"
"W65097","summer","September","Thursday","WZZ","KRK","TLV","Long Flight","25.62","30.91","severely Delayed"
"LX252","summer","September","Thursday","SWR","ZRH","TLV","Long Flight","30.91","21.53","on time"
